TransactionID,CustomerSegment,TransactionDate,Items
356,Household,2025-09-22,"Butter,Milk,Toothpaste"
357,Family,2025-11-18,"Biscuits,Bread,Eggs,Juice,Milk"
358,Healthy,2025-03-23,"Butter,Chicken,Fish,Orange"
359,Student,2025-11-28,"Biscuits,Butter,Cereal,Chocolate,Milk"
360,Healthy,2025-07-06,"Apple,Chips,Eggs,Water"
361,Student,2025-06-25,"Chocolate,Pasta,Tomato Sauce,Water"
362,Family,2025-01-16,"Bread,Butter,Eggs,Tea,Tomato Sauce"
363,Student,2025-02-01,"Bread,Chocolate,Ice Cream,Milk,Soda"
364,Healthy,2025-07-11,"Cheese,Chicken,Water,Yogurt"
365,Household,2025-09-10,"Cereal,Shampoo,Toothpaste"
366,Healthy,2025-01-29,"Apple,Cheese,Chips,Fish,Pasta,Soda,Tomato Sauce"
367,Family,2025-10-08,"Bread,Cheese,Diapers,Honey,Milk,Pasta,Tomato Sauce,Yogurt"
368,Student,2025-12-24,"Baby Wipes,Bread,Butter,Chips,Diapers,Milk,Tomato Sauce"
369,Healthy,2025-05-06,"Fish,Onion,Sugar,Yogurt"
370,Student,2025-12-30,"Cheese,Pasta,Tomato Sauce"
371,Family,2025-06-22,"Baby Wipes,Chips,Ice Cream,Juice,Onion"
372,Student,2025-04-25,"Pasta,Soap,Water"
373,Household,2025-04-17,"Apple,Bread,Butter,Cheese,Toothpaste"
374,Household,2025-03-30,"Shampoo,Soap,Tissues"
375,Family,2025-07-04,"Beef,Bread,Butter,Cheese,Eggs,Juice,Milk"
376,Healthy,2025-06-30,"Biscuits,Chicken,Eggs,Fish"
377,Family,2025-12-17,"Bread,Cereal,Chips,Honey,Juice,Milk,Soda"
378,Family,2025-03-30,"Ice Cream,Milk,Shampoo,Soap,Toothpaste"
379,Household,2025-06-08,"Chips,Detergent,Jam,Shampoo,Soda,Tissues"
380,Household,2025-07-28,"Shampoo,Soap,Soda,Toothpaste"
381,Student,2025-10-12,"Milk,Onion,Rice,Soda"
382,Household,2025-02-18,"Beef,Soda,Toothpaste"
383,Healthy,2025-11-05,"Chips,Orange,Soda,Water"
384,Family,2025-11-06,"Chips,Milk,Soda,Sugar,Tea"
385,Family,2025-07-19,"Baby Wipes,Bread,Cereal,Diapers,Eggs,Juice,Olive Oil,Potato"
386,Healthy,2025-07-13,"Chicken,Onion,Orange,Yogurt"
387,Family,2025-11-24,"Bread,Butter,Chocolate,Juice,Milk,Rice"
388,Family,2025-10-20,"Biscuits,Cheese,Juice,Milk,Pasta,Sugar,Tea,Tomato Sauce"
389,Student,2025-04-07,"Chips,Chocolate,Shampoo,Soap,Tomato Sauce,Water"
390,Family,2025-07-09,"Cereal,Cheese,Chocolate,Eggs,Ice Cream,Juice,Pasta,Tomato Sauce"
391,Student,2025-04-18,"Chocolate,Potato,Toothpaste"
392,Student,2025-05-08,"Cheese,Pasta,Tomato Sauce"
393,Household,2025-12-07,"Bread,Detergent,Shampoo,Soap,Tissues,Toothpaste"
394,Family,2025-09-09,"Bread,Cheese,Chicken,Diapers,Soap,Soda"
395,Household,2025-01-11,"Potato,Rice,Soap"
396,Healthy,2025-08-19,"Apple,Chicken,Onion,Orange,Rice,Soda"
397,Student,2025-06-06,"Chips,Pasta,Tomato Sauce"
398,Student,2025-01-13,"Pasta,Soap,Water"
399,Household,2025-02-18,"Chocolate,Detergent,Eggs,Shampoo,Soap"
400,Family,2025-05-30,"Butter,Coffee,Detergent,Diapers,Shampoo"
401,Healthy,2025-08-21,"Apple,Banana,Bread,Butter,Honey,Milk"
402,Family,2025-05-06,"Butter,Cereal,Juice,Milk,Sugar"
403,Household,2025-05-28,"Biscuits,Chicken,Soap,Toothpaste"
404,Household,2025-03-15,"Chocolate,Rice,Shampoo,Soap,Tissues"
405,Student,2025-05-01,"Chips,Chocolate,Toothpaste"
406,Family,2025-06-07,"Bread,Cereal,Detergent,Diapers,Honey,Milk"
407,Family,2025-02-21,"Baby Wipes,Diapers,Shampoo,Soap,Toothpaste"
408,Household,2025-02-23,"Tea,Tissues,Toothpaste"
409,Household,2025-12-13,"Shampoo,Soap,Toothpaste"
410,Student,2025-10-23,"Chips,Coffee,Soda,Tomato Sauce"
411,Household,2025-07-18,"Biscuits,Coffee,Eggs,Ice Cream,Shampoo,Sugar,Toothpaste"
412,Healthy,2025-01-10,"Apple,Baby Wipes,Bread,Diapers,Fish,Water,Yogurt"
413,Family,2025-08-08,"Banana,Bread,Cereal,Cheese,Pasta,Tomato Sauce"
414,Family,2025-04-09,"Baby Wipes,Chicken,Eggs,Juice,Orange"
415,Healthy,2025-07-11,"Apple,Sugar,Tea,Water"
416,Family,2025-05-04,"Baby Wipes,Cereal,Eggs,Juice,Shampoo"
417,Household,2025-08-20,"Milk,Soap,Tissues"
418,Healthy,2025-11-16,"Apple,Chicken,Milk,Onion,Rice"
419,Family,2025-07-22,"Bread,Cereal,Diapers,Eggs,Milk"
420,Student,2025-08-27,"Baby Wipes,Bread,Chicken,Chips,Milk"
421,Healthy,2025-03-11,"Banana,Orange,Rice,Tea,Water"
422,Student,2025-01-01,"Biscuits,Detergent,Soda,Tissues,Tomato Sauce"
423,Family,2025-04-13,"Biscuits,Bread,Juice,Onion,Shampoo,Toothpaste"
424,Family,2025-12-24,"Apple,Baby Wipes,Bread,Juice,Orange"
425,Family,2025-10-01,"Baby Wipes,Cereal,Eggs,Milk,Soda"
426,Family,2025-10-15,"Baby Wipes,Bread,Butter,Diapers,Milk,Yogurt"
427,Student,2025-11-23,"Cereal,Chips,Chocolate,Milk,Water"
428,Family,2025-07-27,"Bread,Cereal,Eggs,Onion,Sugar"
429,Student,2025-11-25,"Chocolate,Pasta,Soda"
430,Family,2025-09-17,"Jam,Juice,Milk,Rice,Sugar"
431,Healthy,2025-04-21,"Bread,Butter,Eggs,Fish,Jam,Orange"
432,Student,2025-07-09,"Chocolate,Pasta,Tea,Water"
433,Family,2025-09-02,"Biscuits,Diapers,Eggs,Orange,Sugar,Tea"
434,Household,2025-10-22,"Cheese,Eggs,Pasta,Potato,Tomato Sauce,Toothpaste"
435,Student,2025-07-29,"Chips,Ice Cream,Soap"
436,Family,2025-05-27,"Bread,Chicken,Milk,Olive Oil,Onion,Rice"
437,Student,2025-11-05,"Baby Wipes,Pasta,Soda,Water"
438,Healthy,2025-08-02,"Banana,Milk,Tissues,Tomato Sauce,Water,Yogurt"
439,Family,2025-04-26,"Biscuits,Cheese,Eggs,Juice,Milk"
440,Healthy,2025-06-19,"Banana,Bread,Butter,Eggs"
441,Household,2025-05-20,"Chicken,Soap,Tea,Toothpaste,Water"
442,Household,2025-02-02,"Cereal,Chocolate,Detergent,Milk,Soap"
443,Student,2025-06-19,"Bread,Butter,Chips,Milk,Soda"
444,Student,2025-05-13,"Pasta,Rice,Soda"
445,Family,2025-08-10,"Bread,Cereal,Honey,Juice,Milk,Potato"
446,Household,2025-03-23,"Detergent,Eggs,Juice,Milk,Soap,Tissues"
447,Family,2025-02-21,"Bread,Chips,Coffee,Diapers,Sugar"
448,Family,2025-12-24,"Baby Wipes,Butter,Chips,Eggs,Soda"
449,Family,2025-05-11,"Chips,Chocolate,Milk,Pasta,Soda"
450,Student,2025-10-04,"Beef,Butter,Cheese"
451,Healthy,2025-03-28,"Apple,Bread,Milk,Yogurt"
452,Healthy,2025-03-28,"Bread,Eggs,Fish,Milk"
453,Household,2025-03-29,"Chocolate,Ice Cream,Soap,Tissues"
454,Family,2025-09-26,"Beef,Chicken,Milk,Onion,Rice"
455,Family,2025-08-21,"Apple,Cereal,Cheese,Diapers,Eggs,Juice,Milk,Orange"
456,Household,2025-04-27,"Apple,Cereal,Soap,Toothpaste"
457,Household,2025-08-20,"Apple,Detergent,Ice Cream,Shampoo,Toothpaste"
458,Healthy,2025-08-15,"Butter,Cereal,Orange,Yogurt"
459,Family,2025-03-05,"Bread,Cereal,Detergent,Diapers,Milk"
460,Student,2025-01-27,"Biscuits,Butter,Orange,Sugar,Tea,Tomato Sauce"
461,Family,2025-05-22,"Bread,Cheese,Honey,Milk,Pasta,Tomato Sauce"
462,Student,2025-12-10,"Biscuits,Bread,Butter,Chocolate,Rice,Soda,Tomato Sauce"
463,Student,2025-04-16,"Biscuits,Pasta,Sugar,Tea"
464,Household,2025-10-26,"Bread,Detergent,Milk,Shampoo,Toothpaste"
465,Student,2025-08-11,"Cereal,Ice Cream,Milk"
466,Healthy,2025-04-25,"Biscuits,Coffee,Soap,Sugar"
467,Healthy,2025-02-25,"Bread,Butter,Fish,Milk,Orange,Sugar,Water"
468,Student,2025-10-01,"Bread,Pasta,Rice,Soda,Water"
469,Healthy,2025-06-13,"Baby Wipes,Bread,Diapers,Fish,Pasta"
470,Family,2025-05-03,"Cereal,Chips,Milk,Soda,Yogurt"
471,Student,2025-01-16,"Bread,Chips,Milk"
472,Student,2025-03-14,"Chips,Detergent,Olive Oil,Rice,Soda,Tomato Sauce"
473,Family,2025-10-12,"Baby Wipes,Bread,Cereal,Eggs,Juice,Milk,Olive Oil,Yogurt"
474,Household,2025-08-16,"Cheese,Ice Cream,Pasta,Shampoo,Soap,Tissues,Tomato Sauce"
475,Family,2025-01-11,"Bread,Cereal,Chips,Milk,Potato,Soda"
476,Student,2025-11-14,"Chips,Toothpaste,Water"
477,Healthy,2025-09-30,"Banana,Butter,Cereal,Milk,Orange,Toothpaste"
478,Healthy,2025-06-19,"Bread,Eggs,Milk,Orange,Tea,Water"
479,Student,2025-04-12,"Cereal,Milk,Onion,Tomato Sauce"
480,Healthy,2025-01-22,"Banana,Tea,Tissues,Tomato Sauce"
481,Family,2025-12-11,"Cereal,Chips,Milk,Rice,Soda"
482,Family,2025-10-12,"Baby Wipes,Bread,Cereal,Eggs,Juice,Milk,Soda"
483,Healthy,2025-11-06,"Apple,Banana,Bread,Eggs,Fish,Honey,Milk,Yogurt"
484,Student,2025-05-25,"Chips,Potato,Soda"
485,Family,2025-10-20,"Baby Wipes,Cereal,Diapers,Milk,Potato"
486,Student,2025-06-24,"Bread,Cheese,Chicken,Onion,Pasta,Rice,Tomato Sauce"
487,Family,2025-03-16,"Baby Wipes,Cheese,Olive Oil,Pasta,Potato"
488,Family,2025-04-04,"Baby Wipes,Cereal,Chips,Milk,Soda"
489,Family,2025-09-16,"Beef,Biscuits,Bread,Juice,Milk,Pasta"
490,Household,2025-07-15,"Biscuits,Soap,Sugar,Tea"
491,Student,2025-12-24,"Chips,Shampoo,Soap,Tomato Sauce,Toothpaste,Water"
492,Household,2025-02-14,"Cereal,Milk,Shampoo"
493,Healthy,2025-08-14,"Baby Wipes,Diapers,Fish,Toothpaste"
494,Family,2025-01-12,"Biscuits,Cheese,Diapers,Pasta,Rice,Soap,Sugar,Tea,Tomato Sauce"
495,Student,2025-05-10,"Cereal,Coffee,Sugar,Tomato Sauce,Water"
496,Household,2025-05-05,"Ice Cream,Shampoo,Soap"
497,Household,2025-06-25,"Detergent,Honey,Tea,Toothpaste"
498,Family,2025-10-27,"Baby Wipes,Bread,Coffee,Eggs,Juice"
499,Family,2025-01-31,"Baby Wipes,Detergent,Diapers,Eggs,Honey"
500,Family,2025-09-24,"Cereal,Diapers,Fish,Milk,Tomato Sauce"
501,Household,2025-01-14,"Detergent,Soap,Tea"
502,Student,2025-10-09,"Cheese,Chips,Milk,Tomato Sauce"
503,Healthy,2025-01-26,"Bread,Cheese,Fish,Yogurt"
504,Household,2025-08-14,"Biscuits,Cheese,Pasta,Soap,Sugar,Tea"
505,Student,2025-04-21,"Cheese,Milk,Sugar"
506,Student,2025-11-10,"Apple,Bread,Butter,Jam,Pasta,Tomato Sauce,Water"
507,Healthy,2025-09-07,"Cereal,Cheese,Potato,Tomato Sauce,Water"
508,Household,2025-12-15,"Bread,Butter,Milk,Shampoo"
509,Student,2025-05-05,"Chips,Chocolate,Ice Cream,Pasta,Soda,Water"
510,Family,2025-12-19,"Baby Wipes,Cheese,Eggs,Pasta,Tomato Sauce"
511,Healthy,2025-06-13,"Milk,Shampoo,Toothpaste,Water"
512,Family,2025-12-11,"Bread,Cereal,Detergent,Diapers,Milk"
513,Family,2025-06-17,"Baby Wipes,Cereal,Juice,Milk,Potato"
514,Family,2025-07-03,"Bread,Cereal,Diapers,Eggs,Juice,Shampoo,Soda,Toothpaste"
515,Student,2025-06-19,"Bread,Butter,Milk,Pasta"
516,Family,2025-08-01,"Chicken,Diapers,Olive Oil,Onion,Rice,Shampoo,Soap"
517,Family,2025-05-03,"Bread,Chocolate,Diapers,Eggs,Ice Cream,Milk"
518,Household,2025-06-20,"Bread,Chips,Eggs,Milk,Shampoo,Soda"
519,Healthy,2025-05-24,"Cereal,Cheese,Sugar,Yogurt"
520,Healthy,2025-05-14,"Banana,Biscuits,Fish,Sugar,Tea"
521,Student,2025-11-15,"Baby Wipes,Butter,Diapers,Milk,Pasta"
522,Household,2025-03-30,"Cereal,Shampoo,Tissues"
523,Family,2025-08-02,"Cheese,Chicken,Milk,Pasta,Tomato Sauce"
524,Family,2025-01-26,"Baby Wipes,Cheese,Eggs,Toothpaste,Water"
525,Healthy,2025-10-27,"Apple,Banana,Chips,Fish,Water"
526,Student,2025-05-12,"Pasta,Soda,Tomato Sauce"
527,Household,2025-03-26,"Baby Wipes,Diapers,Water"
528,Healthy,2025-08-08,"Apple,Banana,Bread,Butter,Chocolate"
529,Student,2025-01-25,"Chocolate,Rice,Shampoo,Soap,Toothpaste,Water"
530,Student,2025-06-28,"Apple,Bread,Cereal,Chips,Milk,Tomato Sauce,Water"
531,Student,2025-12-13,"Bread,Butter,Chips,Jam,Pasta,Soda,Sugar"
532,Healthy,2025-02-27,"Baby Wipes,Banana,Diapers,Orange,Yogurt"
533,Family,2025-07-05,"Baby Wipes,Bread,Cheese,Diapers,Eggs,Milk,Pasta,Tomato Sauce"
534,Household,2025-08-24,"Jam,Shampoo,Sugar"
535,Family,2025-01-04,"Bread,Butter,Chips,Juice,Milk,Soda"
536,Family,2025-10-26,"Baby Wipes,Diapers,Eggs,Soda,Water"
537,Family,2025-11-28,"Baby Wipes,Bread,Butter,Cereal,Chips,Eggs,Jam,Soda"
538,Healthy,2025-04-05,"Cereal,Fish,Soda,Water"
539,Household,2025-10-14,"Bread,Butter,Detergent,Milk,Tissues"
540,Student,2025-04-22,"Chicken,Shampoo,Tomato Sauce,Water"
541,Healthy,2025-10-13,"Apple,Bread,Milk,Potato"
542,Student,2025-06-24,"Cheese,Chocolate,Toothpaste"
543,Household,2025-09-23,"Cheese,Soap,Tomato Sauce"
544,Family,2025-07-13,"Butter,Chicken,Milk,Onion,Rice"
545,Student,2025-07-23,"Chips,Coffee,Pasta,Soap,Soda"
546,Family,2025-09-27,"Detergent,Diapers,Eggs,Honey,Juice,Milk"
547,Student,2025-04-21,"Bread,Butter,Chips,Milk,Potato,Tomato Sauce,Water"
548,Student,2025-03-05,"Apple,Biscuits,Chips,Milk,Pasta"
549,Family,2025-09-01,"Baby Wipes,Chips,Diapers,Milk,Soda"
550,Family,2025-12-30,"Biscuits,Cheese,Diapers,Ice Cream,Soap"
551,Family,2025-01-20,"Baby Wipes,Diapers,Eggs,Honey,Ice Cream"
552,Healthy,2025-02-20,"Biscuits,Fish,Sugar,Tea,Yogurt"
553,Household,2025-06-06,"Shampoo,Tea,Toothpaste"
554,Family,2025-08-10,"Bread,Cereal,Diapers,Eggs,Milk"
555,Family,2025-10-02,"Baby Wipes,Bread,Cereal,Diapers,Juice"
556,Healthy,2025-08-25,"Chocolate,Orange,Pasta,Tea"
557,Household,2025-02-25,"Cheese,Pasta,Tomato Sauce"
558,Student,2025-05-19,"Honey,Orange,Pasta,Soap,Tomato Sauce"
559,Student,2025-10-13,"Baby Wipes,Banana,Cheese,Chips,Eggs,Pasta,Tomato Sauce"
560,Student,2025-07-13,"Detergent,Orange,Pasta,Soda,Tomato Sauce"
561,Household,2025-05-20,"Bread,Cheese,Eggs,Olive Oil,Soap,Tissues"
562,Family,2025-02-18,"Baby Wipes,Banana,Cereal,Milk,Soap"
563,Family,2025-01-13,"Baby Wipes,Diapers,Eggs,Milk,Onion"
564,Family,2025-09-11,"Bread,Jam,Juice,Milk,Onion"
565,Healthy,2025-12-06,"Apple,Cereal,Onion,Potato"
566,Household,2025-09-20,"Biscuits,Chicken,Coffee,Detergent,Soap,Sugar"
567,Family,2025-05-15,"Chicken,Milk,Onion,Rice,Soap"
568,Healthy,2025-02-27,"Apple,Cheese,Orange,Pasta,Tomato Sauce"
569,Household,2025-12-03,"Bread,Diapers,Shampoo,Soap,Toothpaste"
570,Healthy,2025-11-23,"Cheese,Fish,Pasta,Tomato Sauce"
571,Student,2025-08-08,"Cereal,Chicken,Milk,Tissues"
572,Household,2025-05-16,"Baby Wipes,Shampoo,Soap,Tissues,Toothpaste,Water"
573,Student,2025-12-25,"Biscuits,Chocolate,Water"
574,Household,2025-06-16,"Chips,Detergent,Tea"
575,Healthy,2025-12-18,"Eggs,Sugar,Tea,Water"
576,Household,2025-10-28,"Biscuits,Shampoo,Soap,Sugar,Tea,Toothpaste"
577,Family,2025-09-12,"Baby Wipes,Banana,Cheese,Chicken,Onion,Rice"
578,Family,2025-05-02,"Baby Wipes,Beef,Chips,Diapers,Eggs,Milk"
579,Family,2025-03-20,"Baby Wipes,Biscuits,Eggs,Potato,Rice"
580,Family,2025-10-16,"Butter,Cereal,Cheese,Rice,Tomato Sauce"
581,Student,2025-08-21,"Biscuits,Soda,Tissues,Toothpaste"
582,Healthy,2025-09-11,"Apple,Chips,Fish,Orange,Soda"
583,Student,2025-03-15,"Bread,Chips,Milk"
584,Student,2025-02-04,"Cheese,Shampoo,Soap,Soda,Water"
585,Family,2025-05-25,"Cheese,Chicken,Eggs,Milk,Rice"
586,Family,2025-01-24,"Biscuits,Coffee,Eggs,Sugar,Water"
587,Healthy,2025-03-21,"Apple,Cereal,Fish,Milk,Yogurt"
588,Family,2025-06-19,"Apple,Butter,Cheese,Eggs,Jam,Milk,Pasta,Tomato Sauce"
589,Family,2025-12-03,"Baby Wipes,Bread,Cereal,Diapers,Milk"
590,Student,2025-08-10,"Butter,Cheese,Ice Cream,Pasta,Tomato Sauce"
591,Family,2025-09-04,"Baby Wipes,Bread,Butter,Cereal,Diapers,Jam,Milk"
592,Student,2025-04-23,"Bread,Chocolate,Eggs,Soda"
593,Healthy,2025-04-27,"Bread,Cheese,Eggs,Fish,Milk"
594,Family,2025-04-16,"Bread,Chicken,Chips,Chocolate,Eggs,Milk"
595,Student,2025-11-27,"Biscuits,Eggs,Milk,Pasta,Soda,Tea,Water"
596,Household,2025-04-01,"Baby Wipes,Chicken,Toothpaste"
597,Healthy,2025-02-12,"Banana,Bread,Butter,Water"
598,Household,2025-09-17,"Coffee,Detergent,Soap"
599,Healthy,2025-01-31,"Banana,Bread,Butter,Fish,Yogurt"
600,Student,2025-06-16,"Biscuits,Bread,Butter,Coffee,Milk,Sugar"
601,Household,2025-02-24,"Bread,Chocolate,Sugar,Tissues"
602,Student,2025-04-12,"Bread,Chips,Milk"
603,Family,2025-10-06,"Bread,Cereal,Eggs,Juice,Milk"
604,Family,2025-06-06,"Cereal,Chicken,Coffee,Potato,Soap"
605,Student,2025-04-14,"Cereal,Chips,Milk"
606,Healthy,2025-03-30,"Apple,Bread,Chips,Soda"
607,Healthy,2025-02-02,"Apple,Bread,Butter,Chips,Detergent,Jam"
608,Student,2025-12-11,"Baby Wipes,Bread,Chocolate,Diapers,Soda"
609,Household,2025-09-21,"Biscuits,Cheese,Detergent,Pasta,Sugar,Tea"
610,Family,2025-12-02,"Butter,Cereal,Diapers,Eggs,Milk"
611,Family,2025-05-29,"Bread,Butter,Chocolate,Diapers,Eggs,Ice Cream,Milk"
612,Family,2025-08-30,"Banana,Detergent,Diapers,Eggs,Milk"
613,Family,2025-07-12,"Cereal,Chicken,Eggs,Juice,Onion,Rice"
614,Family,2025-05-30,"Bread,Cereal,Eggs,Milk,Olive Oil,Tomato Sauce"
615,Household,2025-06-13,"Chips,Detergent,Onion,Soda,Toothpaste"
616,Healthy,2025-03-01,"Banana,Biscuits,Orange,Soap,Soda"
617,Household,2025-12-01,"Coffee,Diapers,Juice,Tissues"
618,Household,2025-03-11,"Chicken,Onion,Rice,Shampoo"
619,Family,2025-06-16,"Baby Wipes,Bread,Cereal,Diapers,Milk,Shampoo"
620,Student,2025-10-10,"Cheese,Chocolate,Soda"
621,Household,2025-06-26,"Chicken,Onion,Potato,Rice,Soap,Tissues"
622,Family,2025-06-15,"Cereal,Cheese,Coffee,Fish,Rice"
623,Family,2025-09-06,"Baby Wipes,Bread,Milk,Rice,Soap"
624,Student,2025-06-11,"Bread,Butter,Fish,Jam"
625,Family,2025-06-01,"Bread,Butter,Cheese,Eggs,Juice,Milk"
626,Healthy,2025-09-29,"Bread,Fish,Jam,Milk"
627,Student,2025-01-02,"Apple,Chips,Milk"
628,Healthy,2025-05-22,"Apple,Bread,Butter,Jam,Water,Yogurt"
629,Student,2025-08-25,"Bread,Chocolate,Honey,Milk,Tea,Water"
630,Student,2025-08-24,"Baby Wipes,Cheese,Coffee,Pasta,Tomato Sauce"
631,Healthy,2025-08-27,"Cereal,Fish,Jam,Pasta"
632,Healthy,2025-02-10,"Baby Wipes,Fish,Soda,Yogurt"
633,Family,2025-04-18,"Baby Wipes,Cereal,Diapers,Juice,Milk,Orange"
634,Family,2025-09-08,"Baby Wipes,Biscuits,Cereal,Coffee,Eggs,Juice,Milk,Sugar"
635,Student,2025-07-24,"Chicken,Chips,Onion,Rice"
636,Household,2025-12-04,"Beef,Eggs,Milk,Onion,Rice"
637,Family,2025-04-11,"Cereal,Diapers,Orange,Shampoo,Soap,Soda,Toothpaste"
638,Family,2025-09-22,"Apple,Baby Wipes,Cereal,Diapers,Eggs,Soda"
639,Student,2025-02-22,"Cheese,Chocolate,Pasta,Tomato Sauce"
640,Healthy,2025-10-28,"Baby Wipes,Diapers,Onion,Orange"
641,Household,2025-12-22,"Chocolate,Tissues,Toothpaste"
642,Healthy,2025-08-22,"Cheese,Ice Cream,Orange,Pasta,Tomato Sauce,Yogurt"
643,Student,2025-05-26,"Apple,Baby Wipes,Tea"
644,Household,2025-05-12,"Bread,Butter,Detergent,Milk"
645,Student,2025-04-15,"Chips,Eggs,Tea"
646,Student,2025-03-19,"Cereal,Chips,Chocolate,Milk,Water"
647,Family,2025-01-20,"Biscuits,Cereal,Diapers,Milk,Tea"
648,Student,2025-05-26,"Cereal,Pasta,Soda"
649,Family,2025-05-04,"Cereal,Chocolate,Milk,Pasta,Tea,Tomato Sauce"
650,Student,2025-04-25,"Chips,Onion,Pasta,Rice"
651,Household,2025-02-18,"Butter,Shampoo,Soap,Tissues,Tomato Sauce"
652,Student,2025-08-29,"Honey,Tomato Sauce,Water"
653,Student,2025-05-23,"Biscuits,Sugar,Tea"
654,Healthy,2025-07-05,"Chips,Eggs,Orange,Soda"
655,Student,2025-09-21,"Chocolate,Ice Cream,Tea"
656,Healthy,2025-06-03,"Apple,Cheese,Fish,Orange,Pasta,Tomato Sauce,Water"
657,Family,2025-05-23,"Butter,Chips,Chocolate,Coffee,Soap,Soda,Sugar"
658,Household,2025-07-19,"Banana,Beef,Shampoo"
659,Healthy,2025-06-21,"Apple,Banana,Bread,Eggs,Milk,Pasta,Shampoo,Water"
660,Family,2025-03-03,"Baby Wipes,Bread,Cereal,Diapers,Milk"
661,Household,2025-10-01,"Bread,Butter,Cheese,Shampoo,Tissues,Tomato Sauce"
662,Healthy,2025-08-18,"Apple,Bread,Eggs,Pasta"
663,Healthy,2025-09-22,"Apple,Bread,Orange,Soap"
664,Family,2025-11-09,"Butter,Chocolate,Ice Cream,Milk,Orange"
665,Healthy,2025-04-21,"Chicken,Fish,Ice Cream,Milk,Orange"
666,Healthy,2025-01-10,"Apple,Banana,Bread,Diapers,Eggs,Milk"
667,Family,2025-04-13,"Bread,Cereal,Chocolate,Juice,Rice"
668,Family,2025-04-26,"Biscuits,Coffee,Eggs,Sugar,Tissues"
669,Family,2025-08-22,"Chicken,Milk,Onion,Pasta,Rice"
670,Family,2025-12-19,"Bread,Butter,Ice Cream,Jam,Juice"
671,Student,2025-11-24,"Chicken,Juice,Onion,Pasta"
672,Healthy,2025-07-14,"Banana,Bread,Butter,Coffee,Jam"
673,Family,2025-05-21,"Baby Wipes,Bread,Cereal,Eggs,Juice,Yogurt"
674,Household,2025-07-03,"Bread,Eggs,Milk,Toothpaste"
675,Family,2025-01-31,"Bread,Cheese,Diapers,Eggs,Juice,Pasta,Tomato Sauce"
676,Student,2025-09-17,"Chips,Diapers,Pasta,Soap,Soda,Toothpaste"
677,Household,2025-07-02,"Onion,Shampoo,Soap,Tea"
678,Family,2025-02-27,"Cereal,Cheese,Chips,Juice,Milk,Tomato Sauce"
679,Household,2025-11-02,"Bread,Butter,Shampoo,Soap"
680,Household,2025-06-21,"Chicken,Onion,Rice,Shampoo,Toothpaste"
681,Family,2025-05-19,"Bread,Butter,Diapers,Jam,Milk,Tissues"
682,Healthy,2025-08-29,"Biscuits,Bread,Fish,Milk,Water"
683,Household,2025-01-15,"Baby Wipes,Beef,Bread,Butter,Cheese,Milk"
684,Healthy,2025-11-18,"Apple,Bread,Butter,Fish,Sugar"
685,Family,2025-09-09,"Ice Cream,Juice,Rice,Soap,Toothpaste"
686,Household,2025-02-01,"Baby Wipes,Bread,Butter"
687,Student,2025-06-18,"Biscuits,Soda,Sugar,Tea"
688,Family,2025-03-09,"Biscuits,Eggs,Milk,Sugar,Tea"
689,Healthy,2025-01-28,"Apple,Banana,Shampoo,Soap,Toothpaste"
690,Healthy,2025-02-03,"Banana,Bread,Butter,Orange,Soda,Tea,Water"
691,Student,2025-08-19,"Cheese,Pasta,Soda,Tomato Sauce"
692,Household,2025-05-03,"Bread,Butter,Honey,Milk,Pasta,Shampoo,Toothpaste"
693,Family,2025-07-30,"Baby Wipes,Bread,Butter,Coffee,Ice Cream,Juice,Milk"
694,Healthy,2025-09-06,"Banana,Cheese,Pasta,Tomato Sauce,Yogurt"
695,Student,2025-08-13,"Bread,Chocolate,Milk"
696,Student,2025-05-10,"Biscuits,Chips,Milk,Tea"
697,Healthy,2025-01-15,"Apple,Biscuits,Honey,Sugar,Tea,Yogurt"
698,Family,2025-01-10,"Bread,Cereal,Eggs,Milk,Onion,Soap,Tomato Sauce"
699,Household,2025-11-16,"Diapers,Honey,Tissues"
700,Family,2025-10-02,"Bread,Butter,Cereal,Chips,Eggs,Milk,Soda,Tea"
701,Student,2025-05-20,"Cheese,Olive Oil,Rice,Soda,Tomato Sauce,Water"
702,Healthy,2025-10-04,"Biscuits,Cheese,Orange,Pasta,Sugar,Water"
703,Student,2025-10-12,"Cheese,Pasta,Tomato Sauce,Toothpaste"
704,Family,2025-08-21,"Biscuits,Cereal,Coffee,Juice,Milk,Sugar"
705,Family,2025-03-02,"Biscuits,Coffee,Eggs,Ice Cream,Sugar"
706,Healthy,2025-05-03,"Bread,Butter,Eggs,Fish,Jam,Milk"
707,Household,2025-11-07,"Shampoo,Soap,Tissues,Tomato Sauce,Toothpaste"
708,Family,2025-11-28,"Baby Wipes,Diapers,Eggs,Juice,Rice"
709,Family,2025-05-24,"Baby Wipes,Bread,Eggs,Juice,Milk"
710,Household,2025-03-22,"Shampoo,Soap,Tissues"
711,Household,2025-07-23,"Cheese,Detergent,Pasta,Soda,Tomato Sauce"
712,Student,2025-09-24,"Bread,Milk,Rice,Water"
713,Family,2025-07-13,"Baby Wipes,Biscuits,Bread,Cereal,Coffee,Milk,Sugar,Toothpaste"
714,Family,2025-03-22,"Biscuits,Bread,Coffee,Sugar,Yogurt"
715,Family,2025-05-31,"Bread,Butter,Eggs,Honey,Jam,Tea"
